Sheet Name,Cell Address,Comment,Name,type,Comment Content,isSector,isOpen,otherType,comment2,finalType,Content Only,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,יהודים בלבד,ליהודים בלבד,Unnamed: 18,ערבים בלבד,לערבים בלבד,Unnamed: 21,שאלה פתוחה,פתוח,Unnamed: 24,לנשים בלבד
זיקה רגשית,$H$2,"יניב שפירא:
בבחירות האלו - 
הליכוד-ישראל ביתנו",,scale,"יניב שפירא:
בבחירות האלו - 
הליכוד-ישראל ביתנו",unknown,unknown,,,scale,"בבחירות האלו - 
הליכוד-ישראל ביתנו",,,,,,,,,,,,,,
זיקה רגשית,$K$2,"יניב שפירא:
סולם 1-10",יניב שפירא,unknown,סולם 1-10,unknown,unknown,specialScale,,specialScale,סולם 1-10,,,,,,,,,,,,,,
זיקה רגשית,$O$2,"יניב שפירא:
סולם 1-10
1 = שנאה
10 = אהדה",,scale,"יניב שפירא:
סולם 1-10
1 = שנאה
10 = אהדה",unknown,unknown,,,scale,"סולם 1-10
1 = שנאה
10 = אהדה",,,,,,,,,,,,,,
זיקה רגשית,$A$4,"יניב שפירא:
רק מגזר יהודי",יניב שפירא,sector,רק מגזר יהודי,unknown,unknown,,,sector,רק מגזר יהודי,,,,,,,,,,,,,,
זיקה רגשית,$D$7,"יניב שפירא:
העבודה-גשר-מרצ",יניב שפירא,unknown,העבודה-גשר-מרצ,unknown,unknown,partyChange,,partyChange,העבודה-גשר-מרצ,,,,,,,,,,,,,,
זיקה רגשית,$E$7,"יניב שפירא:
העבודה-גשר",יניב שפירא,unknown,העבודה-גשר,unknown,unknown,partyChange,,partyChange,העבודה-גשר,,,,,,,,,,,,,,
זיקה רגשית,$G$7,"יניב שפירא:
בבחירות האלו
המחנה הציוני",,scale,"יניב שפירא:
בבחירות האלו
המחנה הציוני",unknown,unknown,,,scale,"בבחירות האלו
המחנה הציוני",,,,,,,,,,,,,,
זיקה רגשית,$A$10,"יניב שפירא:
בבחירות 2015 התאחדו עם העבודה ויצרו את
""המחנה הציוני""",,scale,"יניב שפירא:
בבחירות 2015 התאחדו עם העבודה ויצרו את
""המחנה הציוני""",unknown,unknown,,,scale,"בבחירות 2015 התאחדו עם העבודה ויצרו את
""המחנה הציוני""",,,,,,,,,,,,,,
זיקה רגשית,$E$11,"יניב שפירא:
המחנה הדמוקרטי
(עם שפיר וברק)",,scale,"יניב שפירא:
המחנה הדמוקרטי
(עם שפיר וברק)",unknown,unknown,,,scale,"המחנה הדמוקרטי
(עם שפיר וברק)",,,,,,,,,,,,,,
זיקה רגשית,$A$12,"יניב שפירא:
רק מגזר יהודי!",יניב שפירא,sector,רק מגזר יהודי!,unknown,unknown,,,sector,רק מגזר יהודי!,,,,,,,,,,,,,,
זיקה רגשית,$A$13,"יניב שפירא:
רק מגזר יהודי",יניב שפירא,sector,רק מגזר יהודי,unknown,unknown,,,sector,רק מגזר יהודי,,,,,,,,,,,,,,
זיקה רגשית,$A$14,"יניב שפירא:
רק מגזר יהודי",יניב שפירא,sector,רק מגזר יהודי,unknown,unknown,,,sector,רק מגזר יהודי,,,,,,,,,,,,,,
זיקה רגשית,$B$14,"adi:
יחס עם עוצמה יהודית",adi,unknown,יחס עם עוצמה יהודית,unknown,unknown,partyChange,,partyChange,יחס עם עוצמה יהודית,,,,,,,,,,,,,,
זיקה רגשית,$C$14,"יניב שפירא:
הציונות הדתית",יניב שפירא,unknown,הציונות הדתית,unknown,unknown,partyChange,,partyChange,הציונות הדתית,,,,,,,,,,,,,,
זיקה רגשית,$J$14,"יניב שפירא:
מפד""ל-האיחוד הלאומי",יניב שפירא,unknown,"מפד""ל-האיחוד הלאומי",unknown,unknown,partyChange,,partyChange,"מפד""ל-האיחוד הלאומי",,,,,,,,,,,,,,
זיקה רגשית,$A$15,"יניב שפירא:
רק מגזר יהודי!
בחירות 2013 רצו עם הליכוד",,scale,"יניב שפירא:
רק מגזר יהודי!
בחירות 2013 רצו עם הליכוד",unknown,unknown,,,scale,"רק מגזר יהודי!
בחירות 2013 רצו עם הליכוד",,,,,,,,,,,,,,
זיקה רגשית,$K$15,"יניב שפירא:
האיחוד הלאומי",יניב שפירא,unknown,האיחוד הלאומי,unknown,unknown,partyChange,,partyChange,האיחוד הלאומי,,,,,,,,,,,,,,
זיקה רגשית,$A$16,"יניב שפירא:
רק מגזר יהודי!",יניב שפירא,sector,רק מגזר יהודי!,unknown,unknown,,,sector,רק מגזר יהודי!,,,,,,,,,,,,,,
זיקה רגשית,$A$18,"יניב שפירא:
רק מגזר יהודי!",יניב שפירא,sector,רק מגזר יהודי!,unknown,unknown,,,sector,רק מגזר יהודי!,,,,,,,,,,,,,,
זיקה רגשית,$A$19,"יניב שפירא:
רק מגזר יהודי!",יניב שפירא,sector,רק מגזר יהודי!,unknown,unknown,,,sector,רק מגזר יהודי!,,,,,,,,,,,,,,
זיקה רגשית,$B$21,"adi:
חד""ש תע""ל
",,scale,"adi:
חד""ש תע""ל
",unknown,unknown,,,scale,"חד""ש תע""ל
",,,,,,,,,,,,,,
זיקה רגשית,$F$21,"יניב שפירא:
רק חד""ש-תע""ל",יניב שפירא,sector,"רק חד""ש-תע""ל",unknown,unknown,,,sector,"רק חד""ש-תע""ל",,,,,,,,,,,,,,
זיקה רגשית,$A$22,"יניב שפירא:
רק ערבים",יניב שפירא,sector,רק ערבים,unknown,unknown,,,sector,רק ערבים,,,,,,,,,,,,,,
זיקה רגשית,$A$23,"יניב שפירא:
רק ערבים",יניב שפירא,sector,רק ערבים,unknown,unknown,,,sector,רק ערבים,,,,,,,,,,,,,,
זיקה רגשית,$A$24,"יניב שפירא:
ערבים בלבד",יניב שפירא,unknown,ערבים בלבד,sector,unknown,,,sector,ערבים בלבד,,,,,,,,,,,,,,
זיקה רגשית,$A$25,"יניב שפירא:
ערבים בלבד",יניב שפירא,unknown,ערבים בלבד,sector,unknown,,,sector,ערבים בלבד,,,,,,,,,,,,,,
זיקה רגשית,$A$26,"יניב שפירא:
ערבים בלבד",יניב שפירא,unknown,ערבים בלבד,sector,unknown,,,sector,ערבים בלבד,,,,,,,,,,,,,,
זיקה רגשית,$A$27,"יניב שפירא:
ערבים בלבד",יניב שפירא,unknown,ערבים בלבד,sector,unknown,,,sector,ערבים בלבד,,,,,,,,,,,,,,
זיקה רגשית,$C$28,"יניב שפירא:
סולם 0-10
0 = שנאה
10 = אהדה",,scale,"יניב שפירא:
סולם 0-10
0 = שנאה
10 = אהדה",unknown,unknown,,,scale,"סולם 0-10
0 = שנאה
10 = אהדה",,,,,,,,,,,,,,
זיקה רגשית,$D$33,"יניב שפירא:
0-10
0 = דחייה ושנאה
10 = תמיכה ואהדה
95 = לא יכול להכליל",,scale,"יניב שפירא:
0-10
0 = דחייה ושנאה
10 = תמיכה ואהדה
95 = לא יכול להכליל",unknown,unknown,,,scale,"0-10
0 = דחייה ושנאה
10 = תמיכה ואהדה
95 = לא יכול להכליל",,,,,,,,,,,,,,
זיקה רגשית,$C$35,"יניב שפירא:
רק ליהודים",יניב שפירא,sector,רק ליהודים,unknown,unknown,,,sector,רק ליהודים,,,,,,,,,,,,,,
זיקה רגשית,$K$35,"יניב שפירא:
סולם 1-10
1 = שנאה
10 = אהדה",,scale,"יניב שפירא:
סולם 1-10
1 = שנאה
10 = אהדה",unknown,unknown,,,scale,"סולם 1-10
1 = שנאה
10 = אהדה",,,,,,,,,,,,,,
זיקה רגשית,$L$36,"יניב שפירא:
סולם 1-10
1 = סלידה
10 = אהדה",,scale,"יניב שפירא:
סולם 1-10
1 = סלידה
10 = אהדה",unknown,unknown,,,scale,"סולם 1-10
1 = סלידה
10 = אהדה",,,,,,,,,,,,,,
זיקה רגשית,$D$45,"יניב שפירא:
0-10
0 = דחייה ושנאה
10 = תמיכה ואהדה",,scale,"יניב שפירא:
0-10
0 = דחייה ושנאה
10 = תמיכה ואהדה",unknown,unknown,,,scale,"0-10
0 = דחייה ושנאה
10 = תמיכה ואהדה",,,,,,,,,,,,,,
זיקה רגשית,$A$55,"יניב שפירא:
ליהודים בלבד",יניב שפירא,unknown,ליהודים בלבד,sector,unknown,,,sector,ליהודים בלבד,,,,,,,,,,,,,,
זיקה רגשית,$A$67,"יניב שפירא:
מגזר יהודי בלבד",יניב שפירא,unknown,מגזר יהודי בלבד,unknown,unknown,sector,,sector,מגזר יהודי בלבד,,,,,,,,,,,,,,
זיקה רגשית,$A$68,"יניב שפירא:
ליהודים בלבד",יניב שפירא,unknown,ליהודים בלבד,sector,unknown,,,sector,ליהודים בלבד,,,,,,,,,,,,,,
זיקה רגשית,$A$69,"יניב שפירא:
ליהודים בלבד",יניב שפירא,unknown,ליהודים בלבד,sector,unknown,,,sector,ליהודים בלבד,,,,,,,,,,,,,,
זיקה רגשית,$A$71,"יניב שפירא:
ליהודים בלבד",יניב שפירא,unknown,ליהודים בלבד,sector,unknown,,,sector,ליהודים בלבד,,,,,,,,,,,,,,
זיקה רגשית,$A$77,"יניב שפירא:
ליהודים בלבד",יניב שפירא,unknown,ליהודים בלבד,sector,unknown,,,sector,ליהודים בלבד,,,,,,,,,,,,,,
זיקה רגשית,$A$78,"יניב שפירא:
ליהודים בלבד",יניב שפירא,unknown,ליהודים בלבד,sector,unknown,,,sector,ליהודים בלבד,,,,,,,,,,,,,,
זיקה רגשית,$A$79,"יניב שפירא:
ליהודים בלבד",יניב שפירא,unknown,ליהודים בלבד,sector,unknown,,,sector,ליהודים בלבד,,,,,,,,,,,,,,
זיקה רגשית,$A$81,"יניב שפירא:
לערבים בלבד",יניב שפירא,unknown,לערבים בלבד,sector,unknown,,,sector,לערבים בלבד,,,,,,,,,,,,,,
זיקה רגשית,$A$82,"יניב שפירא:
לערבים בלבד",יניב שפירא,unknown,לערבים בלבד,sector,unknown,,,sector,לערבים בלבד,,,,,,,,,,,,,,
זיקה רגשית,$A$83,"יניב שפירא:
לערבים בלבד",יניב שפירא,unknown,לערבים בלבד,sector,unknown,,,sector,לערבים בלבד,,,,,,,,,,,,,,
זיקה רגשית,$A$84,"יניב שפירא:
לערבים בלבד",יניב שפירא,unknown,לערבים בלבד,sector,unknown,,,sector,לערבים בלבד,,,,,,,,,,,,,,
זיקה רגשית,$A$85,"יניב שפירא:
לערבים בלבד",יניב שפירא,unknown,לערבים בלבד,sector,unknown,,,sector,לערבים בלבד,,,,,,,,,,,,,,
זיקה רגשית,$A$86,"יניב שפירא:
לערבים בלבד",יניב שפירא,unknown,לערבים בלבד,sector,unknown,,,sector,לערבים בלבד,,,,,,,,,,,,,,
זיקה רגשית,$A$87,"יניב שפירא:
לערבים בלבד",יניב שפירא,unknown,לערבים בלבד,sector,unknown,,,sector,לערבים בלבד,,,,,,,,,,,,,,
זיקה רגשית,$A$88,"יניב שפירא:
לערבים בלבד",יניב שפירא,unknown,לערבים בלבד,sector,unknown,,,sector,לערבים בלבד,,,,,,,,,,,,,,
זיקה רגשית,$A$89,"יניב שפירא:
לערבים בלבד",יניב שפירא,unknown,לערבים בלבד,sector,unknown,,,sector,לערבים בלבד,,,,,,,,,,,,,,
זיקה רגשית,$A$90,"יניב שפירא:
לערבים בלבד",יניב שפירא,unknown,לערבים בלבד,sector,unknown,,,sector,לערבים בלבד,,,,,,,,,,,,,,
זיקה רגשית,$L$92,"יניב שפירא:
סולם 1-10
1 = סלידה
10 = אהדה",,scale,"יניב שפירא:
סולם 1-10
1 = סלידה
10 = אהדה",unknown,unknown,,,scale,"סולם 1-10
1 = סלידה
10 = אהדה",,,,,,,,,,,,,,
זיקה רגשית,$F$94,"יניב שפירא:
1 = כלל לא חשובה
2 = לא כ""כ חשובה
3 = די חשובה
4 = חשובה מאד",,scale,"יניב שפירא:
1 = כלל לא חשובה
2 = לא כ""כ חשובה
3 = די חשובה
4 = חשובה מאד",unknown,unknown,,,scale,"1 = כלל לא חשובה
2 = לא כ""כ חשובה
3 = די חשובה
4 = חשובה מאד",,,,,,,,,,,,,,
זיקה רגשית,$F$95,"יניב שפירא:
1 = כלל לא מסכים
2 = לא כ""כ מסכים
3 = די מסכים
4 = מאד מסכים",,scale,"יניב שפירא:
1 = כלל לא מסכים
2 = לא כ""כ מסכים
3 = די מסכים
4 = מאד מסכים",unknown,unknown,,,scale,"1 = כלל לא מסכים
2 = לא כ""כ מסכים
3 = די מסכים
4 = מאד מסכים",,,,,,,,,,,,,,
זיקה רגשית,$F$98,"יניב שפירא:
1 = בכלל לא גאה
2 = לא גאה
3 = גאה
4 = גאה מאד",,scale,"יניב שפירא:
1 = בכלל לא גאה
2 = לא גאה
3 = גאה
4 = גאה מאד",unknown,unknown,,,scale,"1 = בכלל לא גאה
2 = לא גאה
3 = גאה
4 = גאה מאד",,,,,,,,,,,,,,
זיקה רגשית,$G$99,"יניב שפירא:
1 = בכלל לא חשוב
2 = חשוב במידה מועטה
3 = די חשוב
4 = חשוב מאד",,scale,"יניב שפירא:
1 = בכלל לא חשוב
2 = חשוב במידה מועטה
3 = די חשוב
4 = חשוב מאד",unknown,unknown,,,scale,"1 = בכלל לא חשוב
2 = חשוב במידה מועטה
3 = די חשוב
4 = חשוב מאד",,,,,,,,,,,,,,
זיקה רגשית,$G$100,"יניב שפירא:
1 = בהחלט לא נכון
2 = לא נכון
3 = נכון
4 = נכון בהחלט",,scale,"יניב שפירא:
1 = בהחלט לא נכון
2 = לא נכון
3 = נכון
4 = נכון בהחלט",unknown,unknown,,,scale,"1 = בהחלט לא נכון
2 = לא נכון
3 = נכון
4 = נכון בהחלט",,,,,,,,,,,,,,
זיקה רגשית,$E$106,"יניב שפירא:
1 = בהחלט לא ראוי
2 = לא ראוי
3 = ככה-ככה
4 = ראוי
5 = בהחלט ראוי",,scale,"יניב שפירא:
1 = בהחלט לא ראוי
2 = לא ראוי
3 = ככה-ככה
4 = ראוי
5 = בהחלט ראוי",unknown,unknown,,,scale,"1 = בהחלט לא ראוי
2 = לא ראוי
3 = ככה-ככה
4 = ראוי
5 = בהחלט ראוי",,,,,,,,,,,,,,
זיקה רגשית,$E$111,"יניב שפירא:
1 = בכלל לא
2 = במידה מועטה
3 = במידה בינונית
4 = במידה רבה
5 = במידה רבה מאוד",,scale,"יניב שפירא:
1 = בכלל לא
2 = במידה מועטה
3 = במידה בינונית
4 = במידה רבה
5 = במידה רבה מאוד",unknown,unknown,,,scale,"1 = בכלל לא
2 = במידה מועטה
3 = במידה בינונית
4 = במידה רבה
5 = במידה רבה מאוד",,,,,,,,,,,,,,
זיקה רגשית,$L$115,"יניב שפירא:
1 = כן
2 = לא",,scale,"יניב שפירא:
1 = כן
2 = לא",unknown,unknown,,,scale,"1 = כן
2 = לא",,,,,,,,,,,,,,
זיקה רגשית,$Q$141,"יניב שפירא:
1 = נטורי קרתא
2 = רק""ח
3 = כ""ך (כהנא)
4 = אג""י-פאג""י
5 = גוש אמונים
6 = התנועה המתקדמת לשלום
7 = קבוצות אחרות בארץ התומכות באש""ף
8 = התחיה
9 = צומת
10 = מולדת
11 = המפלגה הדמוקרטית הערבית
12 = שלום עכשיו
13 = מצפן
14 = ""יש גבול""
15 = אחר",,scale,"יניב שפירא:
1 = נטורי קרתא
2 = רק""ח
3 = כ""ך (כהנא)
4 = אג""י-פאג""י
5 = גוש אמונים
6 = התנועה המתקדמת לשלום
7 = קבוצות אחרות בארץ התומכות באש""ף
8 = התחיה
9 = צומת
10 = מולדת
11 = המפלגה הדמוקרטית הערבית
12 = שלום עכשיו
13 = מצפן
14 = ""יש גבול""
15 = אחר",unknown,unknown,,,scale,"1 = נטורי קרתא
2 = רק""ח
3 = כ""ך (כהנא)
4 = אג""י-פאג""י
5 = גוש אמונים
6 = התנועה המתקדמת לשלום
7 = קבוצות אחרות בארץ התומכות באש""ף
8 = התחיה
9 = צומת
10 = מולדת
11 = המפלגה הדמוקרטית הערבית
12 = שלום עכשיו
13 = מצפן
14 = ""יש גבול""
15 = אחר",,,,,,,,,,,,,,
זיקה רגשית,$V$142,"יניב שפירא:
1 = מפלגה חזקה מושכת אותי ביותר
2 = מפלגה חזקה מושכת אותי פחות או יותר
3 = מפלגה שמזהירה מושכת אותי פחות או יותר
4 = מפלגה שמזהירה מושכת אותי ביותר",,scale,"יניב שפירא:
1 = מפלגה חזקה מושכת אותי ביותר
2 = מפלגה חזקה מושכת אותי פחות או יותר
3 = מפלגה שמזהירה מושכת אותי פחות או יותר
4 = מפלגה שמזהירה מושכת אותי ביותר",unknown,unknown,,,scale,"1 = מפלגה חזקה מושכת אותי ביותר
2 = מפלגה חזקה מושכת אותי פחות או יותר
3 = מפלגה שמזהירה מושכת אותי פחות או יותר
4 = מפלגה שמזהירה מושכת אותי ביותר",,,,,,,,,,,,,,
זיקה רגשית,$AA$143,"יניב שפירא:
1 = היחס שלי אליו חיובי וזה היה גורם חשוב בהצבעתי
2 = היחס שלי אליו חיובי אך זה לא היה גורם בהצבעתי
3 = היחס שלי אליו שלילי וזה היה גורם חשוב בהצבעתי
4 = היחס שלי אליו שלילי וזה לא היה גורם בהצבעתי
5 = היחס שלי לא חיובי ולא שלילי",,scale,"יניב שפירא:
1 = היחס שלי אליו חיובי וזה היה גורם חשוב בהצבעתי
2 = היחס שלי אליו חיובי אך זה לא היה גורם בהצבעתי
3 = היחס שלי אליו שלילי וזה היה גורם חשוב בהצבעתי
4 = היחס שלי אליו שלילי וזה לא היה גורם בהצבעתי
5 = היחס שלי לא חיובי ולא שלילי",unknown,unknown,,,scale,"1 = היחס שלי אליו חיובי וזה היה גורם חשוב בהצבעתי
2 = היחס שלי אליו חיובי אך זה לא היה גורם בהצבעתי
3 = היחס שלי אליו שלילי וזה היה גורם חשוב בהצבעתי
4 = היחס שלי אליו שלילי וזה לא היה גורם בהצבעתי
5 = היחס שלי לא חיובי ולא שלילי",,,,,,,,,,,,,,
זיקה רגשית,$AC$149,"יניב שפירא:
1 = דעתי הייתה חיובית ונשארה חיובית
2 = דעתי הייתה שלילית ונשארה שלילית
3 = דעתי הייתה חיובית והפכה שלילית
4 = דעתי הייתה שלילית והפכה חיובית",,scale,"יניב שפירא:
1 = דעתי הייתה חיובית ונשארה חיובית
2 = דעתי הייתה שלילית ונשארה שלילית
3 = דעתי הייתה חיובית והפכה שלילית
4 = דעתי הייתה שלילית והפכה חיובית",unknown,unknown,,,scale,"1 = דעתי הייתה חיובית ונשארה חיובית
2 = דעתי הייתה שלילית ונשארה שלילית
3 = דעתי הייתה חיובית והפכה שלילית
4 = דעתי הייתה שלילית והפכה חיובית",,,,,,,,,,,,,,
זיקה רגשית,$AD$157,"יניב שפירא:
1 = במידה רבה
2 = במידה מסוימת
3 = במידה מועטה
4 = כלל לא",,scale,"יניב שפירא:
1 = במידה רבה
2 = במידה מסוימת
3 = במידה מועטה
4 = כלל לא",unknown,unknown,,,scale,"1 = במידה רבה
2 = במידה מסוימת
3 = במידה מועטה
4 = כלל לא",,,,,,,,,,,,,,
זיקה רגשית,$AD$158,"יניב שפירא:
1 = במידה רבה
2 = במידה מסוימת
3 = במידה מועטה
4 = כלל לא",,scale,"יניב שפירא:
1 = במידה רבה
2 = במידה מסוימת
3 = במידה מועטה
4 = כלל לא",unknown,unknown,,,scale,"1 = במידה רבה
2 = במידה מסוימת
3 = במידה מועטה
4 = כלל לא",,,,,,,,,,,,,,
זיקה רגשית,$AD$159,"יניב שפירא:
1 = במידה רבה
2 = במידה מסוימת
3 = במידה מועטה
4 = כלל לא",,scale,"יניב שפירא:
1 = במידה רבה
2 = במידה מסוימת
3 = במידה מועטה
4 = כלל לא",unknown,unknown,,,scale,"1 = במידה רבה
2 = במידה מסוימת
3 = במידה מועטה
4 = כלל לא",,,,,,,,,,,,,,
זיקה רגשית,$AD$160,"יניב שפירא:
1 = במידה רבה
2 = במידה מסוימת
3 = במידה מועטה
4 = כלל לא",,scale,"יניב שפירא:
1 = במידה רבה
2 = במידה מסוימת
3 = במידה מועטה
4 = כלל לא",unknown,unknown,,,scale,"1 = במידה רבה
2 = במידה מסוימת
3 = במידה מועטה
4 = כלל לא",,,,,,,,,,,,,,
זיקה רגשית,$AD$162,"יניב שפירא:
1 = במידה רבה
2 = במידה מסוימת
3 = במידה מועטה
4 = כלל לא",,scale,"יניב שפירא:
1 = במידה רבה
2 = במידה מסוימת
3 = במידה מועטה
4 = כלל לא",unknown,unknown,,,scale,"1 = במידה רבה
2 = במידה מסוימת
3 = במידה מועטה
4 = כלל לא",,,,,,,,,,,,,,
זיקה רגשית,$G$163,"יניב שפירא:
1 = כן
2 = לא",,scale,"יניב שפירא:
1 = כן
2 = לא",unknown,unknown,,,scale,"1 = כן
2 = לא",,,,,,,,,,,,,,
זיקה רגשית,$A$164,"יניב שפירא:
מי שענה כן בשאלה 10",יניב שפירא,sector,מי שענה כן בשאלה 10,unknown,unknown,,,sector,מי שענה כן בשאלה 10,,,,,,,,,,,,,,
זיקה רגשית,$I$164,"יניב שפירא:
הניסוח הוא:
""איזו מפלגה אתה הכי אוהד""",,scale,"יניב שפירא:
הניסוח הוא:
""איזו מפלגה אתה הכי אוהד""",unknown,unknown,,,scale,"הניסוח הוא:
""איזו מפלגה אתה הכי אוהד""",,,,,,,,,,,,,,
זיקה רגשית,$G$165,"יניב שפירא:
1 = קרוב מאוד
2 = די קרוב
3 = לא מאוד קרוב",,scale,"יניב שפירא:
1 = קרוב מאוד
2 = די קרוב
3 = לא מאוד קרוב",unknown,unknown,,,scale,"1 = קרוב מאוד
2 = די קרוב
3 = לא מאוד קרוב",,,,,,,,,,,,,,
זיקה רגשית,$A$171,"יניב שפירא:
היו 10 מפלגות.
3 נבחרו להכי קרובות
3 להכי רחוקות
נותרו 6",,scale,"יניב שפירא:
היו 10 מפלגות.
3 נבחרו להכי קרובות
3 להכי רחוקות
נותרו 6",unknown,unknown,,,scale,"היו 10 מפלגות.
3 נבחרו להכי קרובות
3 להכי רחוקות
נותרו 6",,,,,,,,,,,,,,
זיקה רגשית,$AE$175,"יניב שפירא:
0 = לא יודע
1 = המועמדים טובים
2 = המועמדים לא טובים
3 = העמדות שלה קרובות לשלך
4 = העמדות שלה רחוקות משלך
5 = מייצגת אנשים כמוך
6 = מייצגת אנשים שונים ממך
7 = שאפשר לסמוך עליה
8 = שאי אפשר לסמוך עליה
",,scale,"יניב שפירא:
0 = לא יודע
1 = המועמדים טובים
2 = המועמדים לא טובים
3 = העמדות שלה קרובות לשלך
4 = העמדות שלה רחוקות משלך
5 = מייצגת אנשים כמוך
6 = מייצגת אנשים שונים ממך
7 = שאפשר לסמוך עליה
8 = שאי אפשר לסמוך עליה
",unknown,unknown,,,scale,"0 = לא יודע
1 = המועמדים טובים
2 = המועמדים לא טובים
3 = העמדות שלה קרובות לשלך
4 = העמדות שלה רחוקות משלך
5 = מייצגת אנשים כמוך
6 = מייצגת אנשים שונים ממך
7 = שאפשר לסמוך עליה
8 = שאי אפשר לסמוך עליה
",,,,,,,,,,,,,,
זיקה רגשית,$AG$178,"יניב שפירא:
1 = גולדה מאיר
2 = משה דיין
3 = יגאל אלון
4 = פנחס ספיר
5 = מאיר יערי
6 = חיים משה שפירא
7 = מנחם בגין
8 = שמואל תמיר
9 = אורי אבנרי
10 = משה סנה
11 = אחר
12 = לא מכיר שמות
13 = טרם החלטתי למי להצביע
14 = לא מצביע",,scale,"יניב שפירא:
1 = גולדה מאיר
2 = משה דיין
3 = יגאל אלון
4 = פנחס ספיר
5 = מאיר יערי
6 = חיים משה שפירא
7 = מנחם בגין
8 = שמואל תמיר
9 = אורי אבנרי
10 = משה סנה
11 = אחר
12 = לא מכיר שמות
13 = טרם החלטתי למי להצביע
14 = לא מצביע",unknown,unknown,,,scale,"1 = גולדה מאיר
2 = משה דיין
3 = יגאל אלון
4 = פנחס ספיר
5 = מאיר יערי
6 = חיים משה שפירא
7 = מנחם בגין
8 = שמואל תמיר
9 = אורי אבנרי
10 = משה סנה
11 = אחר
12 = לא מכיר שמות
13 = טרם החלטתי למי להצביע
14 = לא מצביע",,,,,,,,,,,,,,
תכונות,$I$2,"יניב שפירא:
1 = קדימה
2 = ליכוד
3 = עבודה
4 = לכולם באותה מידה
5 = לאף אחת לא מתאים",,scale,"יניב שפירא:
1 = קדימה
2 = ליכוד
3 = עבודה
4 = לכולם באותה מידה
5 = לאף אחת לא מתאים",unknown,unknown,,,scale,"1 = קדימה
2 = ליכוד
3 = עבודה
4 = לכולם באותה מידה
5 = לאף אחת לא מתאים",,,,,,,,,,,,,,
תכונות,$K$2,"יניב שפירא:
1 = לעבודה
2 = לליכוד
3 = שתיהן באותה מידה
4 = אף אחת מהן",,scale,"יניב שפירא:
1 = לעבודה
2 = לליכוד
3 = שתיהן באותה מידה
4 = אף אחת מהן",unknown,unknown,,,scale,"1 = לעבודה
2 = לליכוד
3 = שתיהן באותה מידה
4 = אף אחת מהן",,,,,,,,,,,,,,
תכונות,$L$2,"יניב שפירא:
מועמד ולא מפלגה
1 = ברק
2 = שרון
3 = שניהם
4 = אף אחד",,scale,"יניב שפירא:
מועמד ולא מפלגה
1 = ברק
2 = שרון
3 = שניהם
4 = אף אחד",unknown,unknown,,,scale,"מועמד ולא מפלגה
1 = ברק
2 = שרון
3 = שניהם
4 = אף אחד",,,,,,,,,,,,,,
תכונות,$M$2,"יניב שפירא:
1 = העבודה
2 = הליכוד
3 = מידה שווה
4 = אף אחת מהן",,scale,"יניב שפירא:
1 = העבודה
2 = הליכוד
3 = מידה שווה
4 = אף אחת מהן",unknown,unknown,,,scale,"1 = העבודה
2 = הליכוד
3 = מידה שווה
4 = אף אחת מהן",,,,,,,,,,,,,,
תכונות,$A$3,"יניב שפירא:
רק למי שענה 1-3 בשאלה הקודמת",יניב שפירא,sector,רק למי שענה 1-3 בשאלה הקודמת,unknown,unknown,,,sector,רק למי שענה 1-3 בשאלה הקודמת,,,,,,,,,,,,,,
תכונות,$I$3,"יניב שפירא:
1 = קדימה
2 = ליכוד
3 = עבודה",,scale,"יניב שפירא:
1 = קדימה
2 = ליכוד
3 = עבודה",unknown,unknown,,,scale,"1 = קדימה
2 = ליכוד
3 = עבודה",,,,,,,,,,,,,,
תכונות,$A$5,"יניב שפירא:
רק למי שענה 1-3 בשאלה הקודמת",יניב שפירא,sector,רק למי שענה 1-3 בשאלה הקודמת,unknown,unknown,,,sector,רק למי שענה 1-3 בשאלה הקודמת,,,,,,,,,,,,,,
תכונות,$A$7,"יניב שפירא:
רק למי שענה 1-3 בשאלה הקודמת",יניב שפירא,sector,רק למי שענה 1-3 בשאלה הקודמת,unknown,unknown,,,sector,רק למי שענה 1-3 בשאלה הקודמת,,,,,,,,,,,,,,
תכונות,$O$8,"יניב שפירא:
הניסוח:
""שתחזיר את השקט והסדר לשטחים",,scale,"יניב שפירא:
הניסוח:
""שתחזיר את השקט והסדר לשטחים",unknown,unknown,,,scale,"הניסוח:
""שתחזיר את השקט והסדר לשטחים",,,,,,,,,,,,,,
תכונות,$A$9,"יניב שפירא:
רק למי שענה 1-3 בשאלה הקודמת",יניב שפירא,sector,רק למי שענה 1-3 בשאלה הקודמת,unknown,unknown,,,sector,רק למי שענה 1-3 בשאלה הקודמת,,,,,,,,,,,,,,
